member_casual,rideable_type,day_of_week,day_name,ride_month,start_hour,total_rides,total_ride_minutes
casual,classic_bike,7,Saturday,2025-12,4,14,582.27895
casual,classic_bike,7,Saturday,2025-12,5,8,43.185766666666666
casual,classic_bike,7,Saturday,2025-12,6,7,44.89703333333334
casual,classic_bike,7,Saturday,2025-12,7,18,387.74085
casual,classic_bike,7,Saturday,2025-12,8,33,944.88305
casual,classic_bike,7,Saturday,2025-12,9,29,531.5513666666667
casual,classic_bike,7,Saturday,2025-12,10,85,1867.2687666666666
casual,classic_bike,7,Saturday,2025-12,11,88,2122.226833333333
casual,classic_bike,7,Saturday,2025-12,12,99,2583.8024833333334
casual,classic_bike,7,Saturday,2025-12,13,107,2933.1811666666667
casual,classic_bike,7,Saturday,2025-12,14,106,1927.4104833333333
casual,classic_bike,7,Saturday,2025-12,15,115,2416.1077166666664
casual,classic_bike,7,Saturday,2025-12,16,94,1929.6676
casual,classic_bike,7,Saturday,2025-12,17,99,5549.999283333334
casual,classic_bike,7,Saturday,2025-12,18,110,1809.1466833333334
casual,classic_bike,7,Saturday,2025-12,19,90,1690.6850666666667
casual,classic_bike,7,Saturday,2025-12,20,39,596.5411
casual,classic_bike,7,Saturday,2025-12,21,37,412.46753333333334
casual,classic_bike,7,Saturday,2025-12,22,59,994.4780333333333
casual,classic_bike,7,Saturday,2025-12,23,61,783.8651
casual,classic_bike,7,Saturday,2026-01,0,27,523.11065
casual,classic_bike,7,Saturday,2026-01,1,24,421.85381666666666
casual,classic_bike,7,Saturday,2026-01,2,20,179.34655
casual,classic_bike,7,Saturday,2026-01,3,17,266.4931
casual,classic_bike,7,Saturday,2026-01,4,12,226.8631
casual,classic_bike,7,Saturday,2026-01,5,2,11.66955
casual,classic_bike,7,Saturday,2026-01,6,4,23.677616666666665
casual,classic_bike,7,Saturday,2026-01,7,14,347.3906333333333
casual,classic_bike,7,Saturday,2026-01,8,11,134.77126666666666
casual,classic_bike,7,Saturday,2026-01,9,33,774.06245
casual,classic_bike,7,Saturday,2026-01,10,31,535.50005
casual,classic_bike,7,Saturday,2026-01,11,39,3427.8200166666666
casual,classic_bike,7,Saturday,2026-01,12,67,1886.53735
casual,classic_bike,7,Saturday,2026-01,13,64,1331.2929
casual,classic_bike,7,Saturday,2026-01,14,97,2500.1604333333335
casual,classic_bike,7,Saturday,2026-01,15,88,1731.6123333333333
casual,classic_bike,7,Saturday,2026-01,16,88,2889.1882666666666
casual,classic_bike,7,Saturday,2026-01,17,78,8231.568583333334
casual,classic_bike,7,Saturday,2026-01,18,46,784.0863166666667
casual,classic_bike,7,Saturday,2026-01,19,30,593.1256166666667
casual,classic_bike,7,Saturday,2026-01,20,20,279.09656666666666
casual,classic_bike,7,Saturday,2026-01,21,19,1282.2057666666667
casual,classic_bike,7,Saturday,2026-01,22,30,420.49618333333336
casual,classic_bike,7,Saturday,2026-01,23,63,4401.233233333333
casual,classic_bike,7,Saturday,2026-02,0,71,991.2463833333334
casual,classic_bike,7,Saturday,2026-02,1,35,520.5773666666666
casual,classic_bike,7,Saturday,2026-02,2,17,192.47928333333334
casual,classic_bike,7,Saturday,2026-02,3,18,240.35725
casual,classic_bike,7,Saturday,2026-02,4,11,696.1016166666667
casual,classic_bike,7,Saturday,2026-02,5,3,185.212
casual,classic_bike,7,Saturday,2026-02,6,12,111.92291666666667
casual,classic_bike,7,Saturday,2026-02,7,21,270.07605
casual,classic_bike,7,Saturday,2026-02,8,41,613.7636166666667
casual,classic_bike,7,Saturday,2026-02,9,73,997.2328
casual,classic_bike,7,Saturday,2026-02,10,109,2468.9218
casual,classic_bike,7,Saturday,2026-02,11,95,2350.5532333333335
casual,classic_bike,7,Saturday,2026-02,12,147,3006.6660166666666
casual,classic_bike,7,Saturday,2026-02,13,160,4893.8859
casual,classic_bike,7,Saturday,2026-02,14,167,6166.80735
casual,classic_bike,7,Saturday,2026-02,15,124,2288.93775
casual,classic_bike,7,Saturday,2026-02,16,119,2571.5865833333332
casual,classic_bike,7,Saturday,2026-02,17,106,2117.479333333333
casual,classic_bike,7,Saturday,2026-02,18,74,1504.0370833333334
casual,classic_bike,7,Saturday,2026-02,19,66,1527.96835
casual,classic_bike,7,Saturday,2026-02,20,52,1363.1498666666666
casual,classic_bike,7,Saturday,2026-02,21,58,1769.3376666666668
casual,classic_bike,7,Saturday,2026-02,22,34,463.6474
casual,classic_bike,7,Saturday,2026-02,23,24,323.37576666666666
casual,classic_bike,7,Saturday,2026-03,0,103,2497.053266666667
casual,classic_bike,7,Saturday,2026-03,1,53,1901.5419833333333
casual,classic_bike,7,Saturday,2026-03,2,54,1513.825
casual,classic_bike,7,Saturday,2026-03,3,18,186.36283333333333
casual,classic_bike,7,Saturday,2026-03,4,17,171.0488
casual,classic_bike,7,Saturday,2026-03,5,7,81.30271666666667
casual,classic_bike,7,Saturday,2026-03,6,12,289.73976666666664
casual,classic_bike,7,Saturday,2026-03,7,42,983.5389
casual,classic_bike,7,Saturday,2026-03,8,104,1996.82855
casual,classic_bike,7,Saturday,2026-03,9,183,5664.7741
casual,classic_bike,7,Saturday,2026-03,10,306,9184.709616666667
casual,classic_bike,7,Saturday,2026-03,11,345,8858.3139
casual,classic_bike,7,Saturday,2026-03,12,459,12511.110033333332
casual,classic_bike,7,Saturday,2026-03,13,564,18010.28365
casual,classic_bike,7,Saturday,2026-03,14,647,20420.639383333335
casual,classic_bike,7,Saturday,2026-03,15,639,23564.0009
casual,classic_bike,7,Saturday,2026-03,16,607,17846.222633333335
casual,classic_bike,7,Saturday,2026-03,17,546,14388.218966666667
casual,classic_bike,7,Saturday,2026-03,18,448,11984.872966666666
casual,classic_bike,7,Saturday,2026-03,19,295,6229.919366666667
casual,classic_bike,7,Saturday,2026-03,20,192,6191.1213333333335
casual,classic_bike,7,Saturday,2026-03,21,153,3495.242416666667
casual,classic_bike,7,Saturday,2026-03,22,154,3546.1193166666667
casual,classic_bike,7,Saturday,2026-03,23,132,2357.9317166666665
casual,classic_bike,7,Saturday,2026-04,0,68,841.4031333333334
casual,classic_bike,7,Saturday,2026-04,1,63,1926.1272166666668
casual,classic_bike,7,Saturday,2026-04,2,47,1687.6866
casual,classic_bike,7,Saturday,2026-04,3,19,402.8410166666667
casual,classic_bike,7,Saturday,2026-04,4,11,283.80693333333335
casual,classic_bike,7,Saturday,2026-04,5,11,449.40945
casual,classic_bike,7,Saturday,2026-04,6,29,1126.44875
casual,classic_bike,7,Saturday,2026-04,7,56,1537.61475
casual,classic_bike,7,Saturday,2026-04,8,124,3738.174666666667
casual,classic_bike,7,Saturday,2026-04,9,242,10456.354633333332
casual,classic_bike,7,Saturday,2026-04,10,347,11348.091033333334
casual,classic_bike,7,Saturday,2026-04,11,480,17557.624433333334
casual,classic_bike,7,Saturday,2026-04,12,543,16611.50948333333
casual,classic_bike,7,Saturday,2026-04,13,602,17200.515683333335
casual,classic_bike,7,Saturday,2026-04,14,543,14657.576616666667
casual,classic_bike,7,Saturday,2026-04,15,557,19620.90375
casual,classic_bike,7,Saturday,2026-04,16,483,16702.362233333333
casual,classic_bike,7,Saturday,2026-04,17,411,10936.209383333333
casual,classic_bike,7,Saturday,2026-04,18,306,5678.25445
casual,classic_bike,7,Saturday,2026-04,19,209,3760.77975
casual,classic_bike,7,Saturday,2026-04,20,125,1923.5831333333333
casual,classic_bike,7,Saturday,2026-04,21,137,2817.0735
casual,classic_bike,7,Saturday,2026-04,22,144,2805.765266666667
casual,classic_bike,7,Saturday,2026-04,23,94,1090.95795
casual,classic_bike,7,Saturday,2026-05,0,247,6936.103683333333
casual,classic_bike,7,Saturday,2026-05,1,180,6165.023666666667
casual,classic_bike,7,Saturday,2026-05,2,113,2726.756766666667
casual,classic_bike,7,Saturday,2026-05,3,59,3699.9427166666665
casual,classic_bike,7,Saturday,2026-05,4,36,1477.8429666666666
casual,classic_bike,7,Saturday,2026-05,5,34,886.5768666666667
casual,classic_bike,7,Saturday,2026-05,6,78,1487.1226666666666
casual,classic_bike,7,Saturday,2026-05,7,151,3670.3605333333335
casual,classic_bike,7,Saturday,2026-05,8,297,10079.40415
casual,classic_bike,7,Saturday,2026-05,9,641,21955.2141
casual,classic_bike,7,Saturday,2026-05,10,982,34269.573183333334
casual,classic_bike,7,Saturday,2026-05,11,1238,44075.315233333335
casual,classic_bike,7,Saturday,2026-05,12,1501,48251.06836666667
casual,classic_bike,7,Saturday,2026-05,13,1454,48788.8159
casual,classic_bike,7,Saturday,2026-05,14,1721,56317.84485
casual,classic_bike,7,Saturday,2026-05,15,1670,55594.932016666666
casual,classic_bike,7,Saturday,2026-05,16,1519,52771.90588333333
casual,classic_bike,7,Saturday,2026-05,17,1410,43271.36833333333
casual,classic_bike,7,Saturday,2026-05,18,1144,36664.44998333333
casual,classic_bike,7,Saturday,2026-05,19,886,25912.488066666665
casual,classic_bike,7,Saturday,2026-05,20,568,14972.867216666667
casual,classic_bike,7,Saturday,2026-05,21,456,15317.6569
casual,classic_bike,7,Saturday,2026-05,22,434,15072.638433333334
casual,classic_bike,7,Saturday,2026-05,23,399,12367.039583333333
casual,classic_bike,7,Saturday,2026-06,0,535,14010.8878
casual,classic_bike,7,Saturday,2026-06,1,348,9562.430433333333
casual,classic_bike,7,Saturday,2026-06,2,180,6697.392266666667
casual,classic_bike,7,Saturday,2026-06,3,79,2052.2398166666667
casual,classic_bike,7,Saturday,2026-06,4,50,2427.766733333334
casual,classic_bike,7,Saturday,2026-06,5,63,3479.77305
casual,classic_bike,7,Saturday,2026-06,6,75,2620.8175166666665
casual,classic_bike,7,Saturday,2026-06,7,175,5583.848483333333
casual,classic_bike,7,Saturday,2026-06,8,418,12924.520733333333
casual,classic_bike,7,Saturday,2026-06,9,727,25356.6687
casual,classic_bike,7,Saturday,2026-06,10,1187,41342.2005
casual,classic_bike,7,Saturday,2026-06,11,1664,58084.46006666667
casual,classic_bike,7,Saturday,2026-06,12,2012,71853.88873333333
casual,classic_bike,7,Saturday,2026-06,13,2008,69884.41138333334
casual,classic_bike,7,Saturday,2026-06,14,1846,59505.59506666667
casual,classic_bike,7,Saturday,2026-06,15,1966,65084.50775
casual,classic_bike,7,Saturday,2026-06,16,1930,61657.54891666667
casual,classic_bike,7,Saturday,2026-06,17,1788,55764.3031
casual,classic_bike,7,Saturday,2026-06,18,1558,47092.36768333333
casual,classic_bike,7,Saturday,2026-06,19,1212,35805.8001
casual,classic_bike,7,Saturday,2026-06,20,853,26114.242000000002
casual,classic_bike,7,Saturday,2026-06,21,774,22997.203
casual,classic_bike,7,Saturday,2026-06,22,668,17000.511933333335
casual,classic_bike,7,Saturday,2026-06,23,573,17072.405616666667
casual,classic_bike,7,Saturday,2026-07,0,296,8485.550333333333
casual,classic_bike,7,Saturday,2026-07,1,222,5609.885683333333
casual,classic_bike,7,Saturday,2026-07,2,153,7368.707866666667
casual,classic_bike,7,Saturday,2026-07,3,93,1765.8948833333334
casual,classic_bike,7,Saturday,2026-07,4,42,2670.4889000000003
casual,classic_bike,7,Saturday,2026-07,5,58,1751.1989
casual,classic_bike,7,Saturday,2026-07,6,106,2804.3704166666666
casual,classic_bike,7,Saturday,2026-07,7,202,6715.44195
casual,classic_bike,7,Saturday,2026-07,8,464,16685.846783333334
casual,classic_bike,7,Saturday,2026-07,9,815,33692.84961666667
casual,classic_bike,7,Saturday,2026-07,10,1111,43100.544283333336
casual,classic_bike,7,Saturday,2026-07,11,1479,57072.38413333333
casual,classic_bike,7,Saturday,2026-07,12,1470,55117.35223333333
casual,classic_bike,7,Saturday,2026-07,13,1587,51515.08625
casual,classic_bike,7,Saturday,2026-07,14,1595,49668.596183333335
casual,classic_bike,7,Saturday,2026-07,15,1537,46981.14421666667
casual,classic_bike,7,Saturday,2026-07,16,1334,40299.7308
casual,classic_bike,7,Saturday,2026-07,17,1070,31870.342016666666
casual,classic_bike,7,Saturday,2026-07,18,986,28618.698666666667
casual,classic_bike,7,Saturday,2026-07,19,998,32484.505816666668
casual,classic_bike,7,Saturday,2026-07,20,831,24599.012766666667
casual,classic_bike,7,Saturday,2026-07,21,739,29068.60096666667
casual,classic_bike,7,Saturday,2026-07,22,724,17145.736833333332
casual,classic_bike,7,Saturday,2026-07,23,754,20716.158133333334
casual,classic_bike,7,Saturday,2026-08,0,408,12090.223333333333
casual,classic_bike,7,Saturday,2026-08,1,364,9456.873766666668
casual,classic_bike,7,Saturday,2026-08,2,166,4328.2874
casual,classic_bike,7,Saturday,2026-08,3,89,1740.2376166666668
casual,classic_bike,7,Saturday,2026-08,4,46,1201.5174499999998
casual,classic_bike,7,Saturday,2026-08,5,63,1438.6511666666668
casual,classic_bike,7,Saturday,2026-08,6,93,2749.811366666667
casual,classic_bike,7,Saturday,2026-08,7,162,6283.4963333333335
casual,classic_bike,7,Saturday,2026-08,8,332,10199.78725
casual,classic_bike,7,Saturday,2026-08,9,508,18116.841
casual,classic_bike,7,Saturday,2026-08,10,783,27903.879416666667
casual,classic_bike,7,Saturday,2026-08,11,1160,37643.22465
casual,classic_bike,7,Saturday,2026-08,12,1543,49864.07575
casual,classic_bike,7,Saturday,2026-08,13,1538,49370.96023333333
casual,classic_bike,7,Saturday,2026-08,14,1599,53780.986
casual,classic_bike,7,Saturday,2026-08,15,1605,48729.3951
casual,classic_bike,7,Saturday,2026-08,16,1455,41555.2326
casual,classic_bike,7,Saturday,2026-08,17,1251,35042.377133333335
casual,classic_bike,7,Saturday,2026-08,18,1101,33983.33956666667
casual,classic_bike,7,Saturday,2026-08,19,994,29568.2326
casual,classic_bike,7,Saturday,2026-08,20,649,18872.819116666666
casual,classic_bike,7,Saturday,2026-08,21,624,18111.871633333332
casual,classic_bike,7,Saturday,2026-08,22,737,17711.15475
casual,classic_bike,7,Saturday,2026-08,23,494,10545.4922
casual,electric_bike,1,Sunday,2025-09,0,965,12713.18865
casual,electric_bike,1,Sunday,2025-09,1,737,9665.2703
casual,electric_bike,1,Sunday,2025-09,2,498,6250.856666666667
casual,electric_bike,1,Sunday,2025-09,3,264,2773.75455
casual,electric_bike,1,Sunday,2025-09,4,150,1652.5163333333333
casual,electric_bike,1,Sunday,2025-09,5,134,1771.8577166666666
casual,electric_bike,1,Sunday,2025-09,6,251,4599.919083333333
casual,electric_bike,1,Sunday,2025-09,7,479,11786.117783333333
casual,electric_bike,1,Sunday,2025-09,8,650,12619.264566666667
casual,electric_bike,1,Sunday,2025-09,9,1091,19565.544233333334
casual,electric_bike,1,Sunday,2025-09,10,1454,27290.279083333335
casual,electric_bike,1,Sunday,2025-09,11,1919,36156.11828333334
casual,electric_bike,1,Sunday,2025-09,12,2170,41738.76508333333
casual,electric_bike,1,Sunday,2025-09,13,2003,38114.84963333333
casual,electric_bike,1,Sunday,2025-09,14,2135,39370.1949
casual,electric_bike,1,Sunday,2025-09,15,2131,37860.82435
casual,electric_bike,1,Sunday,2025-09,16,2181,40699.752016666665
casual,electric_bike,1,Sunday,2025-09,17,1806,32356.726716666668
casual,electric_bike,1,Sunday,2025-09,18,1912,31971.83571666667
casual,electric_bike,1,Sunday,2025-09,19,1165,18150.0493
casual,electric_bike,1,Sunday,2025-09,20,778,11627.065516666667
casual,electric_bike,1,Sunday,2025-09,21,600,8089.63905
casual,electric_bike,1,Sunday,2025-09,22,504,7473.31955
casual,electric_bike,1,Sunday,2025-09,23,305,4650.5806
casual,electric_bike,1,Sunday,2025-10,0,715,7882.7732166666665
casual,electric_bike,1,Sunday,2025-10,1,488,5452.236933333334
casual,electric_bike,1,Sunday,2025-10,2,367,4330.015733333334
casual,electric_bike,1,Sunday,2025-10,3,233,3111.2835666666665
casual,electric_bike,1,Sunday,2025-10,4,166,1796.2920166666668
casual,electric_bike,1,Sunday,2025-10,5,250,3116.6887333333334
casual,electric_bike,1,Sunday,2025-10,6,404,5987.227733333333
casual,electric_bike,1,Sunday,2025-10,7,605,10566.4068
casual,electric_bike,1,Sunday,2025-10,8,795,13647.491283333333
casual,electric_bike,1,Sunday,2025-10,9,1255,27919.414166666666
casual,electric_bike,1,Sunday,2025-10,10,1706,31475.293816666668
casual,electric_bike,1,Sunday,2025-10,11,1932,35250.6875
casual,electric_bike,1,Sunday,2025-10,12,1972,37802.722433333336
casual,electric_bike,1,Sunday,2025-10,13,1872,33292.50203333333
casual,electric_bike,1,Sunday,2025-10,14,1864,31914.0321
casual,electric_bike,1,Sunday,2025-10,15,1949,33316.95285
casual,electric_bike,1,Sunday,2025-10,16,1645,26092.367316666667
casual,electric_bike,1,Sunday,2025-10,17,1447,24209.570666666667
casual,electric_bike,1,Sunday,2025-10,18,1147,15401.516766666666
casual,electric_bike,1,Sunday,2025-10,19,818,10685.962266666667
casual,electric_bike,1,Sunday,2025-10,20,606,7452.4235
casual,electric_bike,1,Sunday,2025-10,21,540,6565.864083333333
casual,electric_bike,1,Sunday,2025-10,22,394,5124.447633333333
casual,electric_bike,1,Sunday,2025-10,23,259,3690.0113499999998
casual,electric_bike,1,Sunday,2025-11,0,435,4387.576016666667
casual,electric_bike,1,Sunday,2025-11,1,331,3576.0511500000002
casual,electric_bike,1,Sunday,2025-11,2,197,1975.2631166666667
casual,electric_bike,1,Sunday,2025-11,3,125,1364.0694833333334
casual,electric_bike,1,Sunday,2025-11,4,62,687.5744166666667
casual,electric_bike,1,Sunday,2025-11,5,34,304.40596666666664
casual,electric_bike,1,Sunday,2025-11,6,83,851.0783166666666
casual,electric_bike,1,Sunday,2025-11,7,136,1310.6121333333333
casual,electric_bike,1,Sunday,2025-11,8,246,3037.1268666666665
casual,electric_bike,1,Sunday,2025-11,9,490,6741.108283333333
casual,electric_bike,1,Sunday,2025-11,10,766,11706.93175
casual,electric_bike,1,Sunday,2025-11,11,995,13991.074883333333
casual,electric_bike,1,Sunday,2025-11,12,857,14064.233983333334
casual,electric_bike,1,Sunday,2025-11,13,743,10674.801266666667
casual,electric_bike,1,Sunday,2025-11,14,791,12477.761516666667
casual,electric_bike,1,Sunday,2025-11,15,1018,14560.4628
casual,electric_bike,1,Sunday,2025-11,16,801,10179.7033
casual,electric_bike,1,Sunday,2025-11,17,483,5924.131266666666
casual,electric_bike,1,Sunday,2025-11,18,459,4342.89635
casual,electric_bike,1,Sunday,2025-11,19,332,3502.936166666667
casual,electric_bike,1,Sunday,2025-11,20,255,2737.5056666666665
casual,electric_bike,1,Sunday,2025-11,21,193,1597.7315166666667
casual,electric_bike,1,Sunday,2025-11,22,181,1752.1851166666668
casual,electric_bike,1,Sunday,2025-11,23,140,1395.5705833333334
casual,electric_bike,1,Sunday,2025-12,0,109,974.7384333333333
casual,electric_bike,1,Sunday,2025-12,1,54,503.3751
casual,electric_bike,1,Sunday,2025-12,2,56,501.25575000000003
casual,electric_bike,1,Sunday,2025-12,3,23,203.19873333333334
casual,electric_bike,1,Sunday,2025-12,4,22,228.82768333333334
casual,electric_bike,1,Sunday,2025-12,5,16,187.68496666666667
casual,electric_bike,1,Sunday,2025-12,6,10,91.44368333333333
casual,electric_bike,1,Sunday,2025-12,7,13,148.219
casual,electric_bike,1,Sunday,2025-12,8,24,149.18435
casual,electric_bike,1,Sunday,2025-12,9,42,280.3646166666667
casual,electric_bike,1,Sunday,2025-12,10,61,680.6016
casual,electric_bike,1,Sunday,2025-12,11,86,850.7504166666666
casual,electric_bike,1,Sunday,2025-12,12,82,812.179
casual,electric_bike,1,Sunday,2025-12,13,84,1068.3962666666666
casual,electric_bike,1,Sunday,2025-12,14,134,1452.74865
casual,electric_bike,1,Sunday,2025-12,15,139,1639.08045
casual,electric_bike,1,Sunday,2025-12,16,115,1043.2297833333334
casual,electric_bike,1,Sunday,2025-12,17,106,1117.4297333333334
casual,electric_bike,1,Sunday,2025-12,18,94,736.4144166666666
casual,electric_bike,1,Sunday,2025-12,19,72,562.3277
casual,electric_bike,1,Sunday,2025-12,20,55,560.1454666666667
casual,electric_bike,1,Sunday,2025-12,21,45,481.02233333333334
casual,electric_bike,1,Sunday,2025-12,22,61,533.9291166666667
casual,electric_bike,1,Sunday,2025-12,23,45,441.5367
casual,electric_bike,1,Sunday,2026-01,0,82,628.5307166666666
casual,electric_bike,1,Sunday,2026-01,1,59,398.60908333333333
casual,electric_bike,1,Sunday,2026-01,2,37,332.2012
casual,electric_bike,1,Sunday,2026-01,3,16,158.55265
casual,electric_bike,1,Sunday,2026-01,4,13,110.82573333333333
casual,electric_bike,1,Sunday,2026-01,5,13,79.68056666666666
casual,electric_bike,1,Sunday,2026-01,6,22,177.65485
casual,electric_bike,1,Sunday,2026-01,7,14,124.49690000000001
casual,electric_bike,1,Sunday,2026-01,8,38,257.83551666666665
casual,electric_bike,1,Sunday,2026-01,9,54,386.4946
casual,electric_bike,1,Sunday,2026-01,10,106,896.7694666666666
casual,electric_bike,1,Sunday,2026-01,11,111,898.4445
casual,electric_bike,1,Sunday,2026-01,12,132,1272.7315833333332
casual,electric_bike,1,Sunday,2026-01,13,153,1897.7984333333334
casual,electric_bike,1,Sunday,2026-01,14,214,2787.9825166666665
casual,electric_bike,1,Sunday,2026-01,15,198,1908.4493166666666
casual,electric_bike,1,Sunday,2026-01,16,180,2052.8743666666664
casual,electric_bike,1,Sunday,2026-01,17,110,948.95555
casual,electric_bike,1,Sunday,2026-01,18,138,1817.53435
casual,electric_bike,1,Sunday,2026-01,19,84,752.01255
casual,electric_bike,1,Sunday,2026-01,20,57,820.0703666666667
casual,electric_bike,1,Sunday,2026-01,21,146,2185.4531666666667
casual,electric_bike,1,Sunday,2026-01,22,69,558.23975
casual,electric_bike,1,Sunday,2026-01,23,31,216.15468333333334
casual,electric_bike,1,Sunday,2026-02,0,76,980.6862666666667
casual,electric_bike,1,Sunday,2026-02,1,47,581.0125833333333
casual,electric_bike,1,Sunday,2026-02,2,45,344.1732333333333
casual,electric_bike,1,Sunday,2026-02,3,22,199.15373333333335
casual,electric_bike,1,Sunday,2026-02,4,17,132.47916666666666
casual,electric_bike,1,Sunday,2026-02,5,19,133.88946666666666
casual,electric_bike,1,Sunday,2026-02,6,25,230.06595000000002
casual,electric_bike,1,Sunday,2026-02,7,31,372.06923333333333
casual,electric_bike,1,Sunday,2026-02,8,73,747.4773333333334
casual,electric_bike,1,Sunday,2026-02,9,90,1043.0965333333334
casual,electric_bike,1,Sunday,2026-02,10,163,2057.493466666667
casual,electric_bike,1,Sunday,2026-02,11,238,3090.712666666667
casual,electric_bike,1,Sunday,2026-02,12,297,4368.273
casual,electric_bike,1,Sunday,2026-02,13,323,4947.840483333333
casual,electric_bike,1,Sunday,2026-02,14,349,5666.6239
casual,electric_bike,1,Sunday,2026-02,15,382,5217.548583333333
casual,electric_bike,1,Sunday,2026-02,16,311,4234.0812166666665
casual,electric_bike,1,Sunday,2026-02,17,258,3248.96075
casual,electric_bike,1,Sunday,2026-02,18,158,1787.77845
casual,electric_bike,1,Sunday,2026-02,19,119,1154.9688833333335
casual,electric_bike,1,Sunday,2026-02,20,96,1148.8155666666667
casual,electric_bike,1,Sunday,2026-02,21,95,1036.0877833333334
casual,electric_bike,1,Sunday,2026-02,22,74,581.2060666666666
casual,electric_bike,1,Sunday,2026-02,23,52,577.7914000000001
casual,electric_bike,1,Sunday,2026-03,0,477,6436.540933333334
casual,electric_bike,1,Sunday,2026-03,1,338,4822.4383
casual,electric_bike,1,Sunday,2026-03,2,201,2470.6480666666666
casual,electric_bike,1,Sunday,2026-03,3,154,1791.86435
casual,electric_bike,1,Sunday,2026-03,4,102,1801.6709333333333
casual,electric_bike,1,Sunday,2026-03,5,72,781.4539
casual,electric_bike,1,Sunday,2026-03,6,89,763.6123833333334
casual,electric_bike,1,Sunday,2026-03,7,212,2124.3340166666667
casual,electric_bike,1,Sunday,2026-03,8,253,2568.7743333333333
casual,electric_bike,1,Sunday,2026-03,9,363,4494.891633333334
casual,electric_bike,1,Sunday,2026-03,10,562,6851.471366666667
casual,electric_bike,1,Sunday,2026-03,11,601,8680.692000000001
casual,electric_bike,1,Sunday,2026-03,12,802,12512.146
casual,electric_bike,1,Sunday,2026-03,13,793,12299.2185
casual,electric_bike,1,Sunday,2026-03,14,850,14801.902016666667
casual,electric_bike,1,Sunday,2026-03,15,843,13675.690916666666
casual,electric_bike,1,Sunday,2026-03,16,916,14774.875833333334
casual,electric_bike,1,Sunday,2026-03,17,627,10092.2687
casual,electric_bike,1,Sunday,2026-03,18,518,7628.375816666667
casual,electric_bike,1,Sunday,2026-03,19,401,5990.755133333333
casual,electric_bike,1,Sunday,2026-03,20,289,3496.577816666667
casual,electric_bike,1,Sunday,2026-03,21,199,2784.5068666666666
casual,electric_bike,1,Sunday,2026-03,22,152,1641.79645
casual,electric_bike,1,Sunday,2026-03,23,102,937.1081666666666
casual,electric_bike,1,Sunday,2026-04,0,392,4077.7111666666665
casual,electric_bike,1,Sunday,2026-04,1,265,2797.4899666666665
casual,electric_bike,1,Sunday,2026-04,2,181,1687.4387833333333
casual,electric_bike,1,Sunday,2026-04,3,123,1614.3622333333333
casual,electric_bike,1,Sunday,2026-04,4,106,1206.3261666666667
casual,electric_bike,1,Sunday,2026-04,5,61,666.9371333333333
casual,electric_bike,1,Sunday,2026-04,6,111,1154.9597833333332
casual,electric_bike,1,Sunday,2026-04,7,130,1653.7542166666667
casual,electric_bike,1,Sunday,2026-04,8,288,4045.39885
casual,electric_bike,1,Sunday,2026-04,9,426,5919.517083333333
casual,electric_bike,1,Sunday,2026-04,10,733,10724.422683333334
casual,electric_bike,1,Sunday,2026-04,11,864,13768.259683333334
casual,electric_bike,1,Sunday,2026-04,12,1083,18775.7212
casual,electric_bike,1,Sunday,2026-04,13,1090,19298.969333333334
casual,electric_bike,1,Sunday,2026-04,14,1138,22707.489583333332
casual,electric_bike,1,Sunday,2026-04,15,1247,22542.871783333332
casual,electric_bike,1,Sunday,2026-04,16,1269,21274.166316666666
casual,electric_bike,1,Sunday,2026-04,17,1093,19041.34651666667
casual,electric_bike,1,Sunday,2026-04,18,860,12425.8343
casual,electric_bike,1,Sunday,2026-04,19,562,7331.0208
casual,electric_bike,1,Sunday,2026-04,20,378,4782.035033333334
casual,electric_bike,1,Sunday,2026-04,21,240,2625.045416666667
casual,electric_bike,1,Sunday,2026-04,22,185,2175.7056000000002
casual,electric_bike,1,Sunday,2026-04,23,107,911.2535833333334
casual,electric_bike,1,Sunday,2026-05,0,1251,17161.3781
casual,electric_bike,1,Sunday,2026-05,1,779,10336.37175
casual,electric_bike,1,Sunday,2026-05,2,538,7155.034116666667
casual,electric_bike,1,Sunday,2026-05,3,321,4490.678916666667
casual,electric_bike,1,Sunday,2026-05,4,159,2242.8449333333333
casual,electric_bike,1,Sunday,2026-05,5,202,2469.0420833333333
casual,electric_bike,1,Sunday,2026-05,6,291,3878.52395
casual,electric_bike,1,Sunday,2026-05,7,391,7825.312166666667
casual,electric_bike,1,Sunday,2026-05,8,690,11673.1592
casual,electric_bike,1,Sunday,2026-05,9,865,12717.723816666667
casual,electric_bike,1,Sunday,2026-05,10,1211,18066.872016666668
casual,electric_bike,1,Sunday,2026-05,11,1432,23725.7034
casual,electric_bike,1,Sunday,2026-05,12,1855,33362.587783333336
casual,electric_bike,1,Sunday,2026-05,13,2154,40530.479933333336
casual,electric_bike,1,Sunday,2026-05,14,2463,50310.40906666667
casual,electric_bike,1,Sunday,2026-05,15,2563,50344.075216666664
casual,electric_bike,1,Sunday,2026-05,16,2815,54285.17488333333
casual,electric_bike,1,Sunday,2026-05,17,2539,46685.2241
casual,electric_bike,1,Sunday,2026-05,18,2189,40419.768083333336
casual,electric_bike,1,Sunday,2026-05,19,1768,29486.502283333335
casual,electric_bike,1,Sunday,2026-05,20,1236,19881.4373
casual,electric_bike,1,Sunday,2026-05,21,962,14639.835333333333
casual,electric_bike,1,Sunday,2026-05,22,823,12777.71945
