station_type,station_name,member_casual,total_rides,latitude,longitude
End,Cicero Ave & Lake St,member,24,41.886841,-87.74526099999999
End,Cicero Ave & Quincy St,casual,37,41.877613,-87.745405
End,Cicero Ave & Quincy St,member,9,41.877613,-87.745405
End,Cicero Ave & Roscoe Ave,casual,102,41.94242700000001,-87.74731499999999
End,Cicero Ave & Roscoe Ave,member,222,41.942427,-87.747315
End,Cicero Ave & Wellington Ave,casual,40,41.93515,-87.74636
End,Cicero Ave & Wellington Ave,member,37,41.93515,-87.74636
End,Cicero Ave & Wrightwood Ave,casual,115,41.9279057,-87.7467295
End,Cicero Ave & Wrightwood Ave,member,238,41.9279057,-87.7467295
End,Cityfront Plaza Dr & Pioneer Ct,casual,3705,41.890572999999996,-87.62207200000002
End,Cityfront Plaza Dr & Pioneer Ct,member,6543,41.890573,-87.622072
End,Claremont Ave & Hirsch St,casual,787,41.90778100000001,-87.68585400000002
End,Claremont Ave & Hirsch St,member,1679,41.907781,-87.68585399999999
End,Clarendon Ave & Gordon Ter,casual,3417,41.95786652415174,-87.64950513839722
End,Clarendon Ave & Gordon Ter,member,10158,41.95786652415174,-87.64950513839722
End,Clarendon Ave & Junior Ter,casual,3867,41.961004,-87.649603
End,Clarendon Ave & Junior Ter,member,8264,41.961004,-87.649603
End,Clarendon Ave & Leland Ave,casual,2295,41.967968,-87.650001
End,Clarendon Ave & Leland Ave,member,4536,41.967968,-87.650001
End,Clark Beach,casual,90,42.0500013,-87.6740198
End,Clark Beach,member,40,42.0500013,-87.6740198
End,Clark St & 9th St (AMLI),casual,1591,41.870816,-87.631246
End,Clark St & 9th St (AMLI),member,2586,41.870816,-87.631246
End,Clark St & Arlington Pl,casual,4438,41.92694,-87.64148
End,Clark St & Arlington Pl,member,9883,41.926939885744616,-87.64147991313801
End,Clark St & Armitage Ave,casual,9006,41.918306,-87.636282
End,Clark St & Armitage Ave,member,15281,41.9183056193579,-87.63628174855702
End,Clark St & Berwyn Ave,casual,3980,41.978017,-87.668019
End,Clark St & Berwyn Ave,member,8159,41.978015826817014,-87.668019760755
End,Clark St & Bryn Mawr Ave,casual,2499,41.983593,-87.669154
End,Clark St & Bryn Mawr Ave,member,5134,41.983593,-87.669154
End,Clark St & Chicago Ave,casual,2943,41.89675,-87.63089
